"Date","DXY","METALS","OIL","US_STK","INTL_STK","X13W_TB","X10Y_TBY","EURUSD","YEAR"
"11/9/2016",0.006539945,0.030278701,0.00644731,0.010601963,-0.00201621,-0.004761905,0.112781955,-0.002997601,"2016"
"11/10/2016",0.002944173,-0.066904173,-0.013474707,0.002495555,-0.007272825,0.09569378,0.021718147,-0.00893272,"2016"
"11/14/2016",0.013361676,-0.059532307,-0.030004478,-0.001521329,-0.01750092,0.098253275,0.049598488,-0.008768741,"2016"
"11/15/2016",0.000799131,0.045287326,0.057479224,0.007802995,0.00579966,-0.029821074,0.00720072,-0.006879541,"2016"
"11/16/2016",0.002195848,-0.010922354,-0.005239031,-0.001878562,-0.006178077,-0.071721311,-0.006702413,-0.002145971,"2016"
"11/17/2016",0.00478035,-0.020245423,-0.003291639,0.005140644,0.002901032,-0.072847682,0.023841655,-0.001926858,"2016"
"11/18/2016",0.003171771,-0.00676268,0.005944518,-0.002237528,-0.00661158,-0.004761905,0.025922671,-0.007808239,"2016"
"11/21/2016",-0.001580832,0.022317539,0.039395929,0.007551577,0.007487383,0.004784689,0.001713062,-0.003651497,"2016"
"11/22/2016",-9.89807e-05,0.01110016,0.011370815,0.001953326,0.004954792,0.130952381,-0.007695596,0.005159553,"2016"
"11/23/2016",0.006532027,-0.037326237,-0.001457422,0.00054406,-0.003697784,0.021052632,0.015510556,-0.000478435,"2016"
"11/25/2016",-0.002064887,0.00266091,-0.039616347,0.00371524,0.00247426,-0.010309278,0.006364022,-0.006759597,"2016"
"11/28/2016",-0.001576471,0.032351891,0.022145028,-0.004694747,-0.001233912,-0.0625,-0.021922428,0.00477566,"2016"
"11/29/2016",-0.003947518,-0.009915595,-0.039294817,0.001950253,0.003294827,0.04,-0.007758621,0.000849955,"2016"
"11/30/2016",0.005647478,-0.012363997,0.093079814,-0.002398987,-0.000410601,0,0.028670721,0.002555231,"2016"
"12/1/2016",-0.00453201,-0.007135691,0.03276699,-0.003675506,-0.002053282,-0.021367521,0.030827703,-0.005295587,"2016"
"12/2/2016",-0.002672249,0.037700228,0.012142577,0.000501043,0.000822805,-0.006550218,-0.020893077,0.006706885,"2016"
"12/5/2016",-0.006251841,0.005953803,0.002128483,0.006008642,0.006990234,-0.004395604,-0.00125523,-0.007608453,"2016"
"12/6/2016",0.003495097,-0.00773039,-0.016605522,0.003167319,0.005308353,0.070640177,0.003770423,0.016566796,"2016"
"12/7/2016",-0.002587272,0.005112574,-0.02277636,0.013080586,0.014216143,0.006185567,-0.020450751,-0.003431152,"2016"
"12/8/2016",0.008380694,0,0.021498895,0.002448948,0.001201205,0.004098361,0.017043034,0.003874852,"2016"
"12/9/2016",0.004947066,-0.030156207,0.012981904,0.006040461,0.00240017,0.06122449,0.032258065,-0.013064547,"2016"
"12/12/2016",-0.00600572,0.002247752,0.025825243,-0.001147885,-0.003990263,-0.038461538,0.006087662,-0.00696145,"2016"
"12/13/2016",0.000693344,0.011587341,0.002839296,0.00667412,0.009615329,0.046,0.000806777,0.008938687,"2016"
"12/14/2016",0.009601119,-0.051361065,-0.036617592,-0.008254338,-0.017460399,0,0.017734784,-0.001168987,"2016"
"12/15/2016",0.011078402,-0.042975826,-0.002742947,0.004117237,-0.000403921,-0.066921606,0.021782178,-0.010829551,"2016"
"12/16/2016",-0.00174537,-0.004069936,0.019646365,-0.001955717,-0.000808076,-0.006147541,0.006589147,-0.009063984,"2016"
"12/19/2016",0.001845576,0.001634586,0.004238921,0.00217721,-0.001671981,-0.01443299,-0.021178283,0.002988816,"2016"
"12/20/2016",0.001454353,0.003807956,0.002110514,0.003857651,0.002042439,0.073221757,0.010228167,-0.004224888,"2016"
"12/21/2016",-0.002614038,-0.002167674,0.004977982,-0.002782708,-0.000815153,-0.019493177,-0.008566978,-0.001476096,"2016"
"12/22/2016",0.00067947,-0.008418235,0.008763574,-0.001727318,-0.002855989,-0.019880716,0.002749411,0.003671634,"2016"
"12/23/2016",-0.000775963,0.016431658,0.001322002,0.001464152,0.000818155,0.014198783,-0.00391696,0.000865886,"2016"
"12/27/2016",9.70294e-05,0.023844765,0.01659751,0.002481203,0.000408859,-0.01,0.007864727,0.001850991,"2016"
"12/28/2016",0.002329693,0.017105303,0.00296846,-0.00826472,-0.001225844,0,-0.022239563,0.000512577,"2016"
"12/29/2016",-0.005616909,0.061319506,-0.00536441,-0.000222595,0.005728152,-0.111111111,-0.011572227,-0.004333643,"2016"
"12/30/2016",-0.002824318,-0.038761579,-0.000929887,-0.003655154,0.002033899,0.090909091,-0.012515139,0.015197288,"2016"
