"Date","DXY","METALS","OIL","US_STK","INTL_STK","X13W_TB","X10Y_TBY","EURUSD","YEAR"
"8/18/2016",-0.00591213,0.013548179,0.006221485,0.002243869,0.005896021,-0.010416667,-0.016015375,0.002033524,"2016"
"8/19/2016",0.003717056,-0.02736632,0,-0.001461785,-0.007424534,0.028070175,0.02734375,0.004472109,"2016"
"8/22/2016",0.000105756,-0.018386136,-0.008656224,-4.589e-05,-0.001181379,-0.044368601,-0.024714829,-0.004519162,"2016"
"8/23/2016",0.000211638,-0.017216914,-0.027650728,0.002013458,0.00315357,0.089285714,0.009096816,0.001867561,"2016"
"8/24/2016",0.002644383,-0.082298615,0.011973487,-0.005114944,-0.003929288,0,0.00386349,-0.001627315,"2016"
"8/25/2016",-0.000211035,0.012271933,0.00655,-0.000688517,-0.001578052,0,0.011545863,-0.003277632,"2016"
"8/26/2016",0.008441522,-0.00735674,0,-0.0018834,-0.005531523,0,0.036778694,0.002370426,"2016"
"8/29/2016",0.000104656,0.011795375,-0.027078086,0.004924341,0.002781237,0,-0.042201835,-0.008063416,"2016"
"8/30/2016",0.004917357,-0.052512163,-0.0356,-0.001648843,-0.002773523,0.06557377,0.002554278,-0.000592886,"2016"
"8/31/2016",-0.0003124,-0.018183777,-0.034451902,-0.002844023,-0.001986454,-0.015384615,-0.001273885,-0.003536196,"2016"
"9/1/2016",-0.003853312,0.034934036,0.02965709,4.61349e-05,0.004378814,-0.015625,0.00127551,0.000669761,"2016"
"9/2/2016",0.002404548,0.035469321,0,0.004507974,0.011098173,-0.038095238,0.01656051,0.003584897,"2016"
"9/6/2016",-0.011055455,0.050915928,0.023852385,0.003022289,0.012543922,0,-0.03320802,-0.004239013,"2016"
"9/7/2016",0.001476471,-0.004628272,0.046593407,-9.11913e-05,0.001161668,0.089108911,-0.001296176,0.009003662,"2016"
"9/8/2016",0.000737152,-0.017807706,-0.036539269,-0.002283028,-0.002320373,0.009090909,0.048669695,-0.001124079,"2016"
"9/9/2016",0.003262096,-0.05862208,0,-0.023934813,-0.020542538,0,0.034653465,0.002705273,"2016"
"9/12/2016",-0.002517286,0.035202237,-0.02136007,0.014347366,0.004697115,0.051051051,0,-0.002687328,"2016"
"9/13/2016",0.005573071,-0.046615008,-0.0294,-0.014375514,-0.020602464,-0.014285714,0.03708134,0.000214391,"2016"
"9/14/2016",-0.003137039,0.000433662,0.007572281,-0.000374993,0,-0.086956522,-0.025951557,-0.002210158,"2016"
"9/15/2016",-0.000419606,0.004659731,-0.020040993,0.009992848,0.00930462,-0.117460317,0.008288928,0.002552883,"2016"
"9/16/2016",0.00860531,-0.01305144,0,-0.003865832,-0.011222747,-0.017985612,-0.001174398,-0.000123585,"2016"
"9/19/2016",-0.002809333,0.008524579,0.009528236,0.000187454,0.007296364,-0.128205128,-0.002939447,-0.007777918,"2016"
"9/20/2016",0.001878141,0.001625499,0.04373849,4.69166e-05,0.00321939,0.210084034,-0.004716981,0.001990416,"2016"
"9/21/2016",-0.003749146,0.073244585,0.021614468,0.011245618,0.017248289,-0.225694444,-0.011848341,-0.002387154,"2016"
"9/22/2016",-0.002195348,-0.004233851,-0.039723661,0.006301516,0.009857807,-0.282511211,-0.021582734,0.003514437,"2016"
"9/23/2016",0.000314364,-0.03057296,0,-0.005479286,-0.007809362,0.03125,-0.010416667,0.00151342,"2016"
"9/26/2016",-0.00178053,-0.013680085,0.004271583,-0.008102013,-0.009838501,0.048484848,-0.016099071,0.002596758,"2016"
"9/27/2016",0.001364012,-0.015563727,0.053279606,0.006207629,0.005564402,0.473988439,-0.020767778,0.000944904,"2016"
"9/28/2016",-0.000104799,0.028930898,0.016578108,0.004963662,0.007509929,0.031372549,0.007069409,-0.002692478,"2016"
"9/29/2016",0.001152688,-0.006898673,0.008572026,-0.009047202,-0.01020038,-0.106463878,-0.006381621,0.000482193,"2016"
"9/30/2016",-0.000837367,-0.010630481,0,0.007545959,0.003963741,0.106382979,0.032755299,-0.000481961,"2016"
"10/3/2016",0.003037932,-0.020531915,0.009328358,-0.002403751,0.001184405,0.107692308,0.008706468,0.001347645,"2016"
"10/4/2016",0.003864261,-0.093950277,0.023413432,-0.005097947,-0.002365917,0.09375,0.037607891,-0.002162944,"2016"
"10/5/2016",0.000103974,0.005514253,0.012241622,0.004425068,0.004347665,-0.006349206,0.019607843,3.30051e-05,"2016"
"10/6/2016",0.00551344,-0.029089116,-0.012490087,0.000695922,-0.004722253,-0.009584665,0.015151515,-0.000223892,"2016"
"10/7/2016",-0.001448448,-0.001473502,0,-0.003429382,-0.004745157,0,-0.003444317,-0.005683314,"2016"
"10/11/2016",0.012225446,-0.014141687,0.007428227,-0.007487316,-0.011124155,0.032258065,0.013248848,-0.000334693,"2016"
"10/12/2016",0.002763603,0.021953375,0.005181347,0.001312134,-0.000803669,0.0625,0.010801592,-0.007079371,"2016"
"10/13/2016",-0.004593284,0.008055608,-0.001784298,-0.003275603,-0.003618843,-0.191176471,-0.022497188,-0.004526327,"2016"
"10/14/2016",0.005127154,-0.01888845,0,0.000516313,0.001210693,0.054545455,0.032220944,0.003436289,"2016"
"10/17/2016",-0.00132624,0.014809379,-0.001191658,-0.003472109,-0.002418458,0.017241379,-0.015607581,-0.007413763,"2016"
"10/18/2016",0.000102186,0.03782066,0.026048916,0.006262478,0.012121236,0.128813559,-0.009626274,0.004361859,"2016"
"10/19/2016",-0.000306425,0.026365129,-0.022674419,0.002667043,0.003992039,-0.03003003,0.001715266,-0.003512279,"2016"
"10/20/2016",0.004597905,-0.001369962,0.008328376,-0.00186675,-0.000397612,-0.009287926,-0.002853881,-0.000164891,"2016"
"10/21/2016",0.0038649,-0.006859472,0,0.000467482,-0.002386712,-0.015625,-0.004006869,-0.004076486,"2016"
"10/24/2016",-0.000303941,-0.019569529,-0.0175,0.004252784,0.001196211,-0.006349206,0.013218391,-0.004374954,"2016"
"10/25/2016",0.00050677,0.025126219,-0.01561249,-0.003350405,-0.001194782,0.038338658,-0.002836075,-0.000652419,"2016"
"10/26/2016",-0.00091171,-0.021532448,0.010980073,-0.002007871,-0.004784479,-0.036923077,0.018202503,0.001088688,"2016"
"10/27/2016",0.002636135,-0.0136954,-0.020514883,-0.002666828,-0.002804471,-0.121405751,0.029608939,0.002269613,"2016"
"10/28/2016",-0.005460623,0.006052635,0,-0.002955446,0.000401581,-0.007272727,0.001085187,-0.001068545,"2016"
"10/31/2016",0.001016767,0.025716646,-0.041683778,4.70259e-05,-0.00040142,0.080586081,-0.00596206,0.007733682,"2016"
"11/1/2016",-0.00761808,0.027142048,-0.028497964,-0.00724522,-0.003214262,0.169491525,-0.007633588,-0.001032348,"2016"
"11/2/2016",-0.003070573,-0.017803124,-0.014997794,-0.006018687,-0.008464373,0,-0.011538462,0.007629407,"2016"
"11/3/2016",-0.002464045,0.018353864,-0.013210927,-0.004577108,-0.00081305,0.037681159,0.007226237,0.003662821,"2016"
"11/4/2016",-0.000926348,-0.002350823,0,-0.001101426,-0.007322799,0,-0.016004415,0.000444242,"2016"
"11/7/2016",0.007314299,-0.026930004,0.018606762,0.022056946,0.013934203,0.089385475,0.025238362,-0.000111687,"2016"
"11/8/2016",0.000818184,0.005419753,0.002004901,0.004503805,0.002425301,0.076923077,0.018599562,-0.004420227,"2016"
