	Date	DXY_R
233	12/6/2016	0.003495097
234	12/7/2016	-0.002587272
235	12/8/2016	0.008380694
236	12/9/2016	0.004947066
237	12/12/2016	-0.00600572
238	12/13/2016	0.000693344
239	12/14/2016	0.009601119
240	12/15/2016	0.011078402
241	12/16/2016	-0.00174537
242	12/19/2016	0.001845576
243	12/20/2016	0.001454353
244	12/21/2016	-0.002614038
245	12/22/2016	0.00067947
246	12/23/2016	-0.000775963
247	12/27/2016	9.70294E-05
248	12/28/2016	0.002329693
249	12/29/2016	-0.005616909
250	12/30/2016	-0.002824318
251	1/3/2017	0.008008595
252	1/4/2017	-0.004941401
253	1/5/2017	-0.011489776
254	1/6/2017	0.006895233
255	1/9/2017	-0.002837028
256	1/10/2017	0.000784872
257	1/11/2017	-0.00225471
258	1/12/2017	-0.004224808
259	1/13/2017	-0.001677336
260	1/17/2017	-0.00840085
261	1/18/2017	0.005980245
262	1/19/2017	0.002179748
263	1/20/2017	-0.004053426
264	1/23/2017	-0.005757336
265	1/24/2017	0.001896905
266	1/25/2017	-0.003188829
267	1/26/2017	0.00349893
268	1/27/2017	0.001494342
269	1/30/2017	-0.000994718
270	1/31/2017	-0.009160589
271	2/1/2017	0.001306371
272	2/2/2017	0.002107577
273	2/3/2017	0.000200351
274	2/6/2017	0.000400531
275	2/7/2017	0.003503133
276	2/8/2017	0.000199451
277	2/9/2017	0.003689699
278	2/10/2017	0.001490323
279	2/13/2017	0.001587262
280	2/14/2017	0.002872435
281	2/15/2017	-0.000691358
282	2/16/2017	-0.007313679
283	2/17/2017	0.005077608
284	2/21/2017	0.004160535
285	2/22/2017	-0.000394604
286	2/23/2017	-0.002763239
287	2/24/2017	0.000395774
288	2/27/2017	0.000395697
289	2/28/2017	-9.88233E-05
290	3/1/2017	0.006526859
291	3/2/2017	0.004126528
292	3/3/2017	-0.006457887
293	3/6/2017	0.000984814
294	3/7/2017	0.00167256
295	3/8/2017	0.002553796
296	3/9/2017	-0.002155403
297	3/10/2017	-0.005890997
298	3/13/2017	0.001283921
299	3/14/2017	0.003156441
300	3/15/2017	-0.009439518
301	3/16/2017	-0.004665486
302	3/17/2017	0.000299252
303	3/20/2017	0.00109672
304	3/21/2017	-0.00597556
305	3/22/2017	-0.001302455
306	3/23/2017	0.000802588
307	3/24/2017	-0.001303178
308	3/27/2017	-0.004617073
309	3/28/2017	0.005445205
310	3/29/2017	0.002908445
311	3/30/2017	0.00410004
312	3/31/2017	-0.00059761
313	4/3/2017	0.001893403
314	4/4/2017	0
315	4/5/2017	0.000198896
316	4/6/2017	0.001093874
317	4/7/2017	0.005066077
318	4/10/2017	-0.00158137
319	4/11/2017	-0.00306868
320	4/12/2017	0.000695065
321	4/13/2017	-0.002182983
322	4/17/2017	-0.002585471
323	4/18/2017	-0.007976101
324	4/19/2017	0.00241204
325	4/20/2017	0.000401053
326	4/21/2017	0.00200445
327	4/24/2017	-0.00890185
328	4/25/2017	-0.002724755
329	4/26/2017	0.001416707
330	4/27/2017	0.001212641
331	4/28/2017	-0.000302776
332	5/1/2017	0.000908592
333	5/2/2017	-0.001613839
334	5/3/2017	0.002323661
335	5/4/2017	-0.004535803
336	5/5/2017	-0.001113811
337	5/8/2017	0.005068424
338	5/9/2017	0.00443766
339	5/10/2017	0.000803314
340	5/11/2017	-0.000501605
341	5/12/2017	-0.003714144
342	5/15/2017	-0.003425652
343	5/16/2017	-0.008088191
344	5/17/2017	-0.007032953
345	5/18/2017	0.004721813
346	5/19/2017	-0.007458061
347	5/22/2017	-0.001749861
348	5/23/2017	0.003815168
349	5/24/2017	-0.001129944
350	5/25/2017	0.000102859
351	5/26/2017	0.001542437
352	5/30/2017	-0.001232064
353	5/31/2017	-0.003700668
354	6/1/2017	0.00288897
355	6/2/2017	-0.004938231
356	6/5/2017	0.000827151
357	6/6/2017	-0.001652934
358	6/7/2017	0.001138255
359	6/8/2017	0.001757085
360	6/9/2017	0.003611216
361	6/12/2017	-0.001336466
362	6/13/2017	-0.001647066
363	6/14/2017	-0.000412466
364	6/15/2017	0.005054652
365	6/16/2017	-0.002771179
366	6/19/2017	0.0038081
367	6/20/2017	0.002255726
368	6/21/2017	-0.001943754
369	6/22/2017	-0.000204971
370	6/23/2017	-0.002460508
371	6/26/2017	0.001336043
372	6/27/2017	-0.009853218
373	6/28/2017	-0.004353664
374	6/29/2017	-0.004372785
375	6/30/2017	0.000313782
376	7/3/2017	0.005644919
377	7/5/2017	0.000935593
378	7/6/2017	-0.004881099
379	7/7/2017	0.001982905
380	7/10/2017	0.000416634
381	7/11/2017	-0.003227538
382	7/12/2017	0.000522279
383	7/13/2017	-0.000626349
384	7/14/2017	-0.006476569
385	7/17/2017	0.000210241
386	7/18/2017	-0.004940534
387	7/19/2017	0.001478967
388	7/20/2017	-0.00559078
389	7/21/2017	-0.003500531
390	7/24/2017	0.000425814
391	7/25/2017	0.000744839
392	7/26/2017	-0.004040457
393	7/27/2017	0.00202843
394	7/28/2017	-0.006392489
395	7/31/2017	-0.004289095
396	8/1/2017	0.001830691
397	8/2/2017	-0.002149812
398	8/3/2017	-0.000215491
399	8/4/2017	0.007865564
400	8/7/2017	-0.001175978
401	8/8/2017	0.002247661
402	8/9/2017	-0.001281525
403	8/10/2017	-0.001283095
404	8/11/2017	-0.003533212
405	8/14/2017	0.004190384
406	8/15/2017	0.004172898
407	8/16/2017	-0.003835908
408	8/17/2017	0.001390577
409	8/18/2017	-0.002029513
410	8/21/2017	-0.003532077
411	8/22/2017	0.004833566
412	8/23/2017	-0.004275799
413	8/24/2017	0.001395566
414	8/25/2017	-0.005789033
415	8/28/2017	-0.005714891
416	8/29/2017	0.001518263
417	8/30/2017	0.005739026
418	8/31/2017	-0.002260971
419	9/1/2017	0.001510737
420	9/5/2017	-0.005387351
421	9/6/2017	-0.000216629
422	9/7/2017	-0.008234933
423	9/8/2017	-0.002185043
424	9/11/2017	0.00580312
425	9/12/2017	0.000544339
426	9/13/2017	0.006636851
427	9/14/2017	-0.004323325
428	9/15/2017	-0.002713851
429	9/18/2017	0.00195929
430	9/19/2017	-0.002824574
431	9/20/2017	0.007844003
432	9/21/2017	-0.00270241
433	9/22/2017	-0.000975547
434	9/25/2017	0.005207812
435	9/26/2017	0.003453848
436	9/27/2017	0.004194902
437	9/28/2017	-0.002892084
438	9/29/2017	-0.000107358
439	10/2/2017	0.005156811
440	10/3/2017	0.000106905
441	10/4/2017	-0.001175601
442	10/5/2017	0.005349882
443	10/6/2017	-0.00170281
444	10/9/2017	-0.000639712
445	10/10/2017	-0.00480048
446	10/11/2017	-0.003537378
447	10/12/2017	0.001721213
448	10/13/2017	-0.00032224
449	10/16/2017	0.002041068
450	10/17/2017	0.002251276
451	10/18/2017	-0.001390491
452	10/19/2017	-0.000964053
453	10/20/2017	0.004610271
454	10/23/2017	0.00256142
455	10/24/2017	0.00021287
456	10/25/2017	-0.002660707
457	10/26/2017	0.009604119
458	10/27/2017	0.003276577
459	10/30/2017	-0.004530131
460	10/31/2017	0.000635041
461	11/1/2017	0.0028556
462	11/2/2017	-0.001370998
463	11/3/2017	0.002640194
464	11/6/2017	-0.002317263
465	11/7/2017	0.002005944
466	11/8/2017	-0.000421462
467	11/9/2017	-0.004532529
468	11/10/2017	-0.000529468
469	11/13/2017	0.001059424
470	11/14/2017	-0.006984824
471	11/15/2017	-0.000213194
472	11/16/2017	0.001279203
473	11/17/2017	-0.002874438
474	11/20/2017	0.004484283
475	11/21/2017	-0.001381856
476	11/22/2017	-0.007770048
477	11/24/2017	-0.004934553
478	11/27/2017	0.001509271
479	11/28/2017	0.003875134
480	11/29/2017	0
481	11/30/2017	-0.002680678
482	12/1/2017	-0.001182669
483	12/4/2017	0.003121636
484	12/5/2017	0.002038792
485	12/6/2017	0.002463097
486	12/7/2017	0.002029719
487	12/8/2017	0.001066087
488	12/11/2017	-0.000319478
489	12/12/2017	0.002450144
490	12/13/2017	-0.007120064
491	12/14/2017	0.000642171
492	12/15/2017	0.004706407
493	12/18/2017	-0.002448664
494	12/19/2017	-0.0024546
495	12/20/2017	-0.001283866
496	12/21/2017	-0.000749855
497	12/22/2017	0.000750418
498	12/26/2017	-0.000964071
499	12/27/2017	-0.002466256
500	12/28/2017	-0.004622176
501	12/29/2017	-0.005183531
502	1/2/2018	-0.002931014
503	1/3/2018	0.003375133
504	1/4/2018	-0.00336378
505	1/5/2018	0.001088721
506	1/8/2018	0.004132735
507	1/9/2018	0.002166111
508	1/10/2018	-0.002161429
509	1/11/2018	-0.005198787
510	1/12/2018	-0.009580806
511	1/16/2018	-0.00637575
512	1/17/2018	0.001659498
513	1/18/2018	-0.000441805
514	1/19/2018	0.000773481
515	1/22/2018	-0.001876979
516	1/23/2018	-0.003097334
517	1/24/2018	-0.010097692
518	1/25/2018	0.002017711
519	1/26/2018	-0.003579808
520	1/29/2018	0.002694487
521	1/30/2018	-0.00134359
522	1/31/2018	-0.000672777
523	2/1/2018	-0.00516099
524	2/2/2018	0.005977208
525	2/5/2018	0.003923834
526	2/6/2018	0.0004466
527	2/7/2018	0.007478581
528	2/8/2018	-0.000332362
529	2/9/2018	0.002327374
530	2/12/2018	-0.002543156
531	2/13/2018	-0.005653497
532	2/14/2018	-0.006465931
533	2/15/2018	-0.005947116
534	2/16/2018	0.00575688
535	2/20/2018	0.006958507
536	2/21/2018	0.004012494
537	2/22/2018	-0.003663432
538	2/23/2018	0.001448435
539	2/26/2018	-0.000667523
540	2/27/2018	0.006012035
541	2/28/2018	0.002766711
542	3/1/2018	-0.003200541
543	3/2/2018	-0.004207241
544	3/5/2018	0.001556593
545	3/6/2018	-0.005106561
546	3/7/2018	0.00022312
547	3/8/2018	0.005354797
548	3/9/2018	-0.000332967
549	3/12/2018	-0.002108936
550	3/13/2018	-0.002669611
551	3/14/2018	0.000446052
552	3/15/2018	0.004905262
553	3/16/2018	0.000998491
554	3/19/2018	-0.003657331
555	3/20/2018	0.005228042
556	3/21/2018	-0.006528759
557	3/22/2018	0.000891089
558	3/23/2018	-0.004673926
559	3/26/2018	-0.004584112
560	3/27/2018	0.003818982
561	3/28/2018	0.007720655
562	3/29/2018	0.000999378
563	4/2/2018	-0.001109251
564	4/3/2018	0.001665675
565	4/4/2018	-0.000665166
566	4/5/2018	0.003550033
567	4/6/2018	-0.003869091
568	4/9/2018	-0.002996393
569	4/10/2018	-0.002782725
570	4/11/2018	-0.000223195
571	4/12/2018	0.002009601
572	4/13/2018	0.000557136
573	4/16/2018	-0.004120301
574	4/17/2018	0.00100634
575	4/18/2018	0.001117136
576	4/19/2018	0.00357062
577	4/20/2018	0.004225017
578	4/23/2018	0.006864504
579	4/24/2018	-0.001869419
580	4/25/2018	0.004406753
581	4/26/2018	0.004277723
582	4/27/2018	-0.000218403
583	4/30/2018	0.003277201
584	5/1/2018	0.006641997
585	5/2/2018	0.000649054
586	5/3/2018	-0.001080943
587	5/4/2018	0.001731371
588	5/7/2018	0.001944474
589	5/8/2018	0.003989251
590	5/9/2018	-0.000859128
591	5/10/2018	-0.004191735
592	5/11/2018	-0.001187275
593	5/14/2018	0.000540253
594	5/15/2018	0.006804245
595	5/16/2018	0.001823622
596	5/17/2018	0.000856644
597	5/18/2018	0.001818744
598	5/21/2018	0.000427179
599	5/22/2018	-0.000747214
600	5/23/2018	0.004273058
601	5/24/2018	-0.00244658
602	5/25/2018	0.004371966
603	5/29/2018	0.006794776
604	5/30/2018	-0.007170726
605	5/31/2018	-0.001699458
606	6/1/2018	0.002127929
607	6/4/2018	-0.001804916
608	6/5/2018	-0.001382663
609	6/6/2018	-0.002449622
610	6/7/2018	-0.00277602
611	6/8/2018	0.001606006
612	6/11/2018	0.000320673
613	6/12/2018	0.00235094
614	6/13/2018	-0.000959531
615	6/14/2018	0.011311472
616	6/15/2018	0.000211079
617	6/18/2018	-0.000421996
618	6/19/2018	0.003588348
619	6/20/2018	-0.00031547
620	6/21/2018	-0.001998685
621	6/22/2018	-0.003689322
622	6/25/2018	-0.002539124
623	6/26/2018	0.004242692
624	6/27/2018	0.006442765
625	6/28/2018	0.001049407
626	6/29/2018	-0.007967313
627	7/2/2018	0.002536257
628	7/3/2018	-0.002951481
629	7/5/2018	-0.00126858
630	7/6/2018	-0.004551709
631	7/9/2018	0.000425362
632	7/10/2018	0.000318867
633	7/11/2018	0.006481777
634	7/12/2018	0.000950137
635	7/13/2018	-0.000632824
636	7/16/2018	-0.00253296
637	7/17/2018	0.004867199
638	7/18/2018	0.001158271
639	7/19/2018	0.000946529
640	7/20/2018	-0.007460324
641	7/23/2018	0.002223153
642	7/24/2018	-0.000633749
643	7/25/2018	-0.002642427
644	7/26/2018	0.004133097
645	7/27/2018	-0.000738786
646	7/30/2018	-0.003379795
647	7/31/2018	0.001377671
648	8/1/2018	0.00137586
649	8/2/2018	0.005812672
650	8/3/2018	-0.000315215
651	8/6/2018	0.002312403
652	8/7/2018	-0.001468121
653	8/8/2018	-0.001260271
654	8/9/2018	0.00420612
655	8/10/2018	0.009005246
656	8/13/2018	0.000311312
657	8/14/2018	0.003527378
658	8/15/2018	-0.000310204
659	8/16/2018	-0.000517011
660	8/17/2018	-0.005690678
661	8/20/2018	-0.002081124
662	8/21/2018	-0.006673618
663	8/22/2018	-0.001154734
664	8/23/2018	0.00493958
665	8/24/2018	-0.0049153
666	8/27/2018	-0.003888628
667	8/28/2018	-0.000633024
668	8/29/2018	-0.001266924
669	8/30/2018	0.001268531
670	8/31/2018	0.0044341
671	9/4/2018	0.002943021
672	9/5/2018	-0.003039206
673	9/6/2018	-0.001156312
674	9/7/2018	0.003683498
675	9/10/2018	-0.002306815
676	9/11/2018	-0.000945917
677	9/12/2018	-0.002735062
678	9/13/2018	-0.002742637
679	9/14/2018	0.004654136
680	9/17/2018	-0.004948421
681	9/18/2018	0.001163909
682	9/19/2018	-0.000739801
683	9/20/2018	-0.006768895
684	9/21/2018	0.003301001
685	9/24/2018	0.000424549
686	9/25/2018	-0.001379217
687	9/26/2018	0.000637469
688	9/27/2018	0.008599618
689	9/28/2018	0.002000021
690	10/1/2018	0.001155594
691	10/2/2018	0.002203557
692	10/3/2018	0.002617527
693	10/4/2018	-0.000104449
694	10/5/2018	-0.001357671
695	10/8/2018	0.001568647
696	10/9/2018	-0.00093972
697	10/10/2018	-0.001776735
698	10/11/2018	-0.005130405
699	10/12/2018	0.002104862
700	10/15/2018	-0.00157531
701	10/16/2018	-0.00021034
702	10/17/2018	0.005576002
703	10/18/2018	0.003347981
704	10/19/2018	-0.001981262
705	10/22/2018	0.0031345
706	10/23/2018	-0.00052081
707	10/24/2018	0.004897885
708	10/25/2018	0.002592554
709	10/26/2018	-0.003309878
710	10/29/2018	0.002283115
711	10/30/2018	0.004452267
712	10/31/2018	0.001236934
713	11/1/2018	-0.008751138
714	11/2/2018	0.002700478
715	11/5/2018	-0.001968127
716	11/6/2018	-0.000311344
717	11/7/2018	-0.003322259
718	11/8/2018	0.006666656
719	11/9/2018	0.002793926
720	11/12/2018	0.006500846
721	11/13/2018	-0.002460508
722	11/14/2018	-0.005138746
723	11/15/2018	0.001342944
724	11/16/2018	-0.004745682
725	11/19/2018	-0.002902446
726	11/20/2018	0.006445535
727	11/21/2018	-0.001032941
728	11/23/2018	0.00217143
729	11/26/2018	0.001547689
730	11/27/2018	0.003090584
731	11/28/2018	-0.005956681
732	11/29/2018	-0.000103337
733	11/30/2018	0.005063009
734	12/3/2018	-0.002364511
735	12/4/2018	-0.000721352
736	12/6/2018	-0.001650026
737	12/7/2018	-0.003098812
738	12/10/2018	0.00735674
739	12/11/2018	0.001748591
740	12/12/2018	-0.003593778
741	12/13/2018	0.00020607
742	12/14/2018	0.003915145
743	12/17/2018	-0.003489368
744	12/18/2018	0.000411957
745	12/19/2018	-0.001029421
746	12/20/2018	-0.007831842
747	12/21/2018	0.007062734
748	12/24/2018	-0.004228507
749	12/26/2018	0.005178664
750	12/27/2018	-0.005873261
751	12/28/2018	-0.000932877
752	12/31/2018	-0.002282405
753	1/2/2019	0.006758885
754	1/3/2019	-0.005267527
755	1/4/2019	-0.001245935
756	1/7/2019	-0.004990155
757	1/8/2019	0.001985195
758	1/9/2019	-0.00709073
759	1/10/2019	0.003360638
760	1/11/2019	0.001360655
761	1/14/2019	-0.000836229
762	1/15/2019	0.003975364
763	1/16/2019	0.000937762
764	1/17/2019	0.000104122
765	1/18/2019	0.002810409
766	1/22/2019	-0.000415124
767	1/23/2019	-0.001869159
768	1/24/2019	0.004993706
769	1/25/2019	-0.008385062
770	1/28/2019	-0.000417591
771	1/29/2019	0.00073107
772	1/30/2019	-0.005009434
773	1/31/2019	0.00251737
774	2/1/2019	0
775	2/4/2019	0.002824817
776	2/5/2019	0.002608242
777	2/6/2019	0.003329865
778	2/7/2019	0.000933458
779	2/8/2019	0.00134698
780	2/11/2019	0.004346016
781	2/12/2019	-0.003606007
782	2/13/2019	0.00434286
783	2/14/2019	-0.00154426
784	2/15/2019	-0.000618736
785	2/19/2019	-0.004127126
786	2/20/2019	-0.000725238
787	2/21/2019	0.001658932
788	2/22/2019	-0.001035079
789	2/25/2019	-0.001036141
790	2/26/2019	-0.004252712
791	2/27/2019	0.001562521
792	2/28/2019	0.000104025
793	3/1/2019	0.003847702
794	3/4/2019	0.001553931
795	3/5/2019	0.001758357
796	3/6/2019	0.000206557
797	3/7/2019	0.008258439
798	3/8/2019	-0.003071516
799	3/11/2019	-0.001540536
800	3/12/2019	-0.002880056
801	3/13/2019	-0.004023097
802	3/14/2019	0.002485738
803	3/15/2019	-0.001963044
804	3/18/2019	-0.000828168
805	3/19/2019	-0.001450477
806	3/20/2019	-0.006432818
807	3/21/2019	0.007727631
808	3/22/2019	0.001554425
809	3/25/2019	-0.00082775
810	3/26/2019	0.00176036
811	3/27/2019	0.000310099
812	3/28/2019	0.004443526
813	3/29/2019	0.000823066
814	4/1/2019	-0.000308378
815	4/2/2019	0.001131116
816	4/3/2019	-0.002773264
817	4/4/2019	0.00226596
818	4/5/2019	0.00092492
819	4/8/2019	-0.003593419
820	4/9/2019	-0.000412169
821	4/10/2019	-0.000618544
822	4/11/2019	0.002372388
823	4/12/2019	-0.002160928
824	4/15/2019	-0.000309364
825	4/16/2019	0.001031556
826	4/17/2019	-0.000309141
827	4/18/2019	0.004741769
828	4/22/2019	-0.001949338
829	4/23/2019	0.002981096
830	4/24/2019	0.005431977
831	4/25/2019	0.001019358
832	4/26/2019	-0.001934776
833	4/29/2019	-0.001530466
834	4/30/2019	-0.003883078
835	5/1/2019	0.002154278
836	5/2/2019	0.001433105
837	5/3/2019	-0.003168813
838	5/6/2019	0
839	5/7/2019	0.001127974
840	5/8/2019	-0.000102366
841	5/9/2019	-0.002560951
842	5/10/2019	-0.000410814
843	5/13/2019	-0.000102764
844	5/14/2019	0.00215782
845	5/15/2019	0.00041014
846	5/16/2019	0.002767203
847	5/17/2019	0.001635364
848	5/20/2019	-0.000714286
849	5/21/2019	0.001327458
850	5/22/2019	0.000509923
851	5/23/2019	-0.002650117
852	5/24/2019	-0.002452703
853	5/28/2019	0.003585678
854	5/29/2019	0.001837485
855	5/30/2019	0
856	5/31/2019	-0.003973905
857	6/3/2019	-0.006240419
858	6/4/2019	-0.000720599
859	6/5/2019	0.003090584
860	6/6/2019	-0.003491876
861	6/7/2019	-0.004328538
862	6/10/2019	0.001552645
863	6/11/2019	-0.000723439
864	6/12/2019	0.003206102
865	6/13/2019	0.000103113
866	6/14/2019	0.00577258
867	6/17/2019	-0.000102511
868	6/18/2019	0.000820018
869	6/19/2019	-0.005325645
870	6/20/2019	-0.005045366
871	6/21/2019	-0.004242947
872	6/24/2019	-0.002494263
873	6/25/2019	0.001875401
874	6/26/2019	0.000519915
875	6/27/2019	-0.000207847
876	6/28/2019	-0.000623817
877	7/1/2019	0.007385822
878	7/2/2019	-0.001135822
879	7/3/2019	0.00041346
880	7/5/2019	0.004960246
881	7/8/2019	0.00133673
882	7/9/2019	0.001129606
883	7/10/2019	-0.00400041
884	7/11/2019	-0.000514882
885	7/12/2019	-0.002473004
886	7/15/2019	0.001239562
887	7/16/2019	0.004848881
888	7/17/2019	-0.00184806
889	7/18/2019	-0.004422958
890	7/19/2019	0.003719403
891	7/22/2019	0.00113227
892	7/23/2019	0.004626743
893	7/24/2019	0.000204728
894	7/25/2019	0.000920874
895	7/26/2019	0.001942364
896	7/29/2019	0.000306081
897	7/30/2019	0.00010202
898	7/31/2019	0.004793411
899	8/1/2019	-0.001319509
900	8/2/2019	-0.002947464
901	8/5/2019	-0.006116188
902	8/6/2019	0.001333303
903	8/7/2019	-0.000921807
